Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,LotFrontage,MasVnrArea,GarageYrBlt,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
377,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.5714285714285715,0.0,0.4390243902439025,0.38235294117647056,0.03527074715464255,0.4444444444444445,0.5,0.8985507246376816,0.7666666666666657,0.05279943302622254,0.0,0.24486301369863012,0.14238952536824878,0.13308857273978889,0.0,0.0,0.10926902788244158,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.5,0.40620592383638926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,148000
378,FV,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,1.5714285714285714,0.0,0.5853658536585367,0.2352941176470588,0.04600715137067938,0.7777777777777777,0.5,0.9565217391304355,0.9166666666666643,0.0,0.0,0.6763698630136986,0.25859247135842883,0.28591096833409824,0.4290556900726392,0.0,0.40165787490580257,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4301833568406206,0.18553092182030337,0.3912248628884826,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.25,340000
379,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,New,Partial,0.9047619047619049,2.108433734939759,0.7317073170731708,0.0,0.04718035008997639,0.8888888888888888,0.125,1.0,1.0,0.2560240963855422,0.0,0.1759417808219178,0.3037643207855974,0.3492427719137219,0.0,0.0,0.2867370007535795,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.5,0.3333333333333333,0.75,0.5881523272214386,0.13185530921820302,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,394432
380,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal,-0.4285714285714286,0.09638554216867472,0.48780487804878053,0.2352941176470588,0.03189137395124915,0.5555555555555556,0.5,0.9275362318840585,0.8333333333333357,0.0,0.0,0.4203767123287671,0.16072013093289692,0.1544286369894447,0.3840193704600484,0.0,0.2761868877166541,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.32651622002820874,0.11668611435239205,0.11517367458866545,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.75,179000
381,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.9047619047619048,0.0,-1.3658536585365855,0.17647058823529413,0.017294164388043654,0.4444444444444445,0.625,0.37681159420289845,0.0,0.03862508858965273,0.0,0.3458904109589041,0.1679214402618658,0.15878843506195503,0.3220338983050847,0.0,0.25565184626978144,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.25,0.21720733427362482,0.0,0.0,0.4384057971014493,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,127000
382,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial,-0.4285714285714286,0.0,0.6341463414634148,0.0,0.027577181051204748,0.6666666666666665,0.5,0.9710144927536231,0.93333333333333,0.0,0.0,0.5535102739726027,0.21162029459901802,0.2218907755851308,0.0,0.0,0.18217784476262244,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.5,0.4033850493653032,0.25204200700116686,0.22120658135283364,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,187750
383,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,0.4761904761904763,0.0,0.6341463414634148,0.2352941176470588,0.03713571244946131,0.6666666666666665,0.5,0.9710144927536231,0.93333333333333,0.0,0.0,0.40196917808219174,0.15368248772504092,0.13882514915098668,0.4154963680387409,0.0,0.275621703089676,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.0,0.5,0.4506346967559943,0.16802800466744455,0.09689213893967093,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.25,213500
384,RH,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Gd,Detchd,Unf,Fa,Fa,N,WD,Normal,-0.4285714285714286,0.0,-0.7317073170731708,0.14705882352941177,0.03599055832106382,0.5555555555555556,0.25,0.4057971014492754,0.0,0.0,0.0,0.3356164383561644,0.12831423895253682,0.10325837540156035,0.0,0.0,0.08477769404672192,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.5,0.2538787023977433,0.0,0.0,0.16485507246376813,0.0,0.0,0.0,0.0,0.8181818181818182,0.75,76000
385,RL,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,WD,Normal,-1.1102230246251565e-16,0.0,0.29268292682926833,0.2352941176470588,0.24215102012199397,0.5555555555555556,0.5,0.8695652173913047,0.7000000000000028,0.17452161587526577,0.0,0.254708904109589,0.25859247135842883,0.17094997705369436,0.4232445520581114,0.0,0.30501130369253954,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.5,0.3533145275035261,0.25204200700116686,0.42230347349177333,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,240000
386,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal,-1.2380952380952384,0.09638554216867472,0.5853658536585367,0.588235294117647,0.008796653345485989,0.7777777777777777,0.5,0.9565217391304355,0.9166666666666643,0.004252303330970942,0.0,0.5273972602739726,0.20556464811783962,0.21454795777879762,0.0,0.0,0.17614920874152223,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.5,0.3032440056417489,0.1703617269544924,0.03656307129798903,0.0,0.0,0.3,0.0,0.0,0.2727272727272727,1.0,192000
387,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,None,TA,Fa,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,WD,AdjLand,-0.5238095238095238,0.0,-0.5121951219512195,0.17647058823529413,0.033232840215943346,0.4444444444444445,0.25,0.27536231884058004,0.7666666666666657,0.0,0.0,0.2816780821917808,0.1076923076923077,0.07434603028912345,0.2547215496368039,0.0,0.16013564431047475,0.0,0.0,0.3333333333333333,0.0,0.625,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.2760511882998172,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,81000
388,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,WD,Abnorml,0.14285714285714288,1.536144578313253,-0.07317073170731708,0.3529411764705882,0.027577181051204748,0.5555555555555556,0.625,0.7536231884057969,0.43333333333333,0.11180014174344437,0.0,0.17551369863013697,0.17037643207855976,0.1815052776502983,0.0,0.0,0.1490203466465712,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.25,0.24823695345557123,0.34539089848308047,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.75,125000
389,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,1.142857142857143,0.7530120481927711,0.4634146341463415,0.0,0.03777606394166725,0.6666666666666665,0.5,0.9202898550724647,0.8333333333333357,0.0,0.0,0.6284246575342466,0.2402618657937807,0.2627351996328591,0.0,0.0,0.21571213262999245,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.5,0.40691114245416077,0.14002333722287047,0.04570383912248629,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5,191000
390,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,BuiltIn,Fin,TA,TA,Y,New,Partial,1.2857142857142856,1.6385542168674698,0.6829268292682927,0.2352941176470588,0.052228376451891836,1.0,0.5,0.9782608695652169,0.9666666666666686,0.22678951098511696,0.0,0.1720890410958904,0.2752864157119477,0.32308398347865996,0.2857142857142857,0.0,0.37641296156744536,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.75,0.5966149506346967,0.22870478413068843,0.2449725776965265,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.5,426000
391,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Gd,No,Rec,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.9047619047619048,0.0,-0.04878048780487805,0.17647058823529413,0.03320946972352707,0.4444444444444445,0.875,0.20289855072463858,0.0,0.04270021261516655,0.2652645861601085,0.09803082191780821,0.14091653027823242,0.14387333639284075,0.19661016949152543,0.0,0.1946119065561417,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.41666666666666663,0.0,0.25,0.27080394922425954,0.0,0.2376599634369287,0.2028985507246377,0.0,0.0,0.0,0.0,0.2727272727272727,0.5,119000
392,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Normal,0.09523809523809525,0.0,0.5121951219512195,0.2352941176470588,0.050989740353829256,0.5555555555555556,0.5,0.9347826086956523,0.8666666666666671,0.1222537207654146,0.0,0.0488013698630137,0.13158756137479544,0.10784763653051857,0.5602905569007264,0.0,0.30651846269781463,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.39492242595204513,0.14585764294049006,0.3510054844606947,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.75,215000
393,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal,1.1190476190476188,0.0,-0.5121951219512195,0.0,0.03290097922363224,0.4444444444444445,0.75,0.6304347826086953,0.14999999999999858,0.0,0.0,0.0,0.0,0.12574575493345572,0.0,0.0,0.10324039186134137,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.25,0.20733427362482368,0.0,0.0,0.0,0.0,0.0,0.0,0.07741935483870968,0.5454545454545454,0.25,106500
394,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Abnorml,0.047619047619047616,0.0,0.1707317073170732,0.05882352941176469,0.02872700927808549,0.3333333333333333,0.5,0.5,0.0,0.04712969525159461,0.0,0.22345890410958902,0.12896890343698855,0.10417622762735199,0.0,0.0,0.08553127354935947,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,100000
395,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.4285714285714286,0.0,-0.9756097560975611,0.17647058823529413,0.04129098600107504,0.4444444444444445,0.625,0.4927536231884062,0.0,0.0,0.0,0.3146404109589041,0.12029459901800328,0.09201468563561266,0.14479418886198547,0.0,0.13187641296156744,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.25,0.1692524682651622,0.0,0.0712979890310786,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,109000
396,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal,-0.04761904761904763,0.0,-0.5853658536585367,0.0,0.03865946855500245,0.4444444444444445,0.625,0.608695652173914,0.10000000000000142,0.13093550673281362,0.0,0.17337328767123286,0.1872340425531915,0.1858650757228086,0.0,0.0,0.15259984928409948,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.25,0.4203102961918195,0.051341890315052506,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,129000
397,RL,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,RFn,TA,TA,Y,WD,Normal,-0.4285714285714286,0.0,0.12195121951219515,0.0,0.027577181051204748,0.4444444444444445,0.5,0.72463768115942,0.36666666666666714,0.13766832034018428,0.0,0.05008561643835616,0.1463175122749591,0.12849931161083064,0.0,0.0,0.10550113036925396,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.0,0.5,0.4231311706629055,0.2508751458576429,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.75,123000
398,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal,0.0,1.7349397590361446,-0.4390243902439025,0.2352941176470588,0.02940007945967421,0.4444444444444445,0.5,0.6521739130434785,0.20000000000000284,0.0956768249468462,0.0,0.1386986301369863,0.14140752864157122,0.12436897659476823,0.45326876513317194,0.0,0.2784476262245667,0.0,0.0,0.6666666666666666,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.25,0.1861777150916784,0.0,0.3071297989031079,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,169500
399,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,TA,Maj2,Gd,Detchd,Unf,Po,Po,N,WD,Abnorml,-0.4285714285714286,0.0,-1.4634146341463417,0.05882352941176469,0.035836313071116406,0.4444444444444445,0.125,0.3478260869565215,0.0,0.0,0.0,0.41138698630136983,0.15728314238952537,0.17049105094079853,0.0,0.0,0.13997739261492087,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.0,0.25,0.2383638928067701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.25,67000
400,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal,-0.19047619047619052,0.6024096385542168,0.6585365853658537,0.2352941176470588,0.03190072214821566,0.6666666666666665,0.5,0.9710144927536231,0.9500000000000028,0.14386959603118357,0.0,0.11986301369863013,0.17872340425531916,0.17852225791647544,0.21210653753026634,0.0,0.2290881688018086,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.41666666666666663,0.0,0.5,0.30888575458392104,0.0,0.3071297989031079,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.75,241000
401,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal,-1.4761904761904763,0.0,0.3902439024390244,0.588235294117647,0.06386220757671363,0.7777777777777777,0.5,0.8985507246376816,0.7666666666666657,0.13926293408929838,0.0,0.20291095890410957,0.20621931260229134,0.21890775585130792,0.0,0.0,0.1797287113790505,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.5,0.3526093088857546,0.14002333722287047,0.054844606946983544,0.0,0.0,0.4666666666666667,0.0,0.0,0.9999999999999999,0.5,245500
402,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial,-0.19047619047619052,0.0,0.6097560975609756,0.0,0.0349014933744654,0.6666666666666665,0.5,0.9637681159420293,0.9166666666666643,0.004252303330970942,0.0,0.550513698630137,0.21440261865793783,0.223955943093162,0.0,0.0,0.1838733986435569,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.5,0.2820874471086037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,164990
403,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD,Normal,-0.4285714285714286,0.0,-0.9756097560975611,0.05882352941176469,0.04159947650096987,0.4444444444444445,0.875,0.4927536231884062,0.7833333333333314,0.0,0.0,0.2876712328767123,0.10998363338788872,0.07755851307939421,0.0,0.0,0.06367746797287113,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.25,0.1692524682651622,0.19603267211201866,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.5,108000
404,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Abnorml,1.142857142857143,3.9156626506024095,0.4390243902439025,0.2352941176470588,0.0504335226343219,0.7777777777777777,0.5,0.9130434782608692,0.7999999999999972,0.0,0.0,0.4884417808219178,0.1867430441898527,0.1906837999082148,0.5317191283292978,0.0,0.363413715146948,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.29619181946403383,0.16802800466744455,0.22486288848263253,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,258000
405,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Normal,0.16666666666666663,0.0,0.3658536585365854,0.2352941176470588,0.0423660286522237,0.5555555555555556,0.5,0.8913043478260878,0.7666666666666657,0.0,0.0,0.34503424657534243,0.1319148936170213,0.1083065626434144,0.37094430992736077,0.0,0.233232856066315,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.5,0.2630465444287729,0.0,0.07312614259597806,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,168000
406,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Min1,TA,Attchd,Unf,TA,TA,Y,WD,Normal,-0.47619047619047633,0.0,0.3170731707317074,0.0,0.04062258991796957,0.3333333333333333,0.375,0.7536231884057969,0.7166666666666686,0.19773210489014884,0.0,0.07063356164383561,0.20965630114566286,0.2950894905920147,0.0,0.0,0.24227581009796534,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3455571227080395,0.14002333722287047,0.1425959780621572,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.75,150000
407,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Maj2,Gd,Detchd,Unf,TA,TA,Y,WD,Normal,-0.8571428571428572,0.0,-1.0731707317073171,0.17647058823529413,0.04290822407628129,0.5555555555555556,0.5,0.46376811594202927,0.0,0.0,0.0,0.4554794520547945,0.17414075286415714,0.19091326296466268,0.0,0.8269230769230769,0.2458553127354936,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.25,0.1692524682651622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.5,115000
408,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal,-0.28571428571428575,0.0,-0.48780487804878053,0.2941176470588235,0.06672742994694897,0.5555555555555556,0.75,0.3115942028985508,0.43333333333333,0.0,0.0,0.3595890410958904,0.1374795417348609,0.1161083065626434,0.4067796610169492,0.0,0.25357950263752826,0.0,0.0,0.6666666666666666,0.0,0.5,0.3333333333333333,0.5,0.0,0.25,0.21720733427362482,0.0,0.0,0.2898550724637681,0.0,0.0,0.0,0.0,0.1818181818181818,0.5,177000
409,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial,1.9047619047619049,2.108433734939759,0.6341463414634148,0.2352941176470588,0.06008086190376031,0.6666666666666665,0.5,0.9710144927536231,0.93333333333333,0.0,0.0,0.4550513698630137,0.1739770867430442,0.16911427260211107,0.5331719128329298,0.0,0.34626978146194426,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.75,0.6678420310296191,0.22403733955659275,0.113345521023766,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,280000
